experiment	commit	metric	status	description
204	64c5edc	88.75	discard	allow only one idle or timer replay submission between successful output callbacks so continuity replay cannot flood the encoder path; continuity density turned out to be necessary and both codecs regressed sharply
205	b9547b8	88.54	discard	add an actor-backed latest-fresh-frame mailbox at the source boundary so saturated fresh frames are retained and drained after pending capacity returns; preserving fresh frames this way still collapsed startup continuity and did not improve the active best
206	90061cc	20.00	crash	reduce HDR HEVC staging cost by letting the staged HDR HEVC path accept BGRA input while keeping Main10/HDR session properties; this caused private direct IOSurface capture warmup failure for both codecs and crashed the runtime probe
207	484c5f54	87.71	discard	widen bridge forwarding capacity for >=120fps HDR paths by one slot and update bootstrap expectations; this compiled after bridging replay compatibility but regressed HEVC/ProRes progression and startup badly
208	3ae2d36	89.58	discard	reduce ProRes Proxy detached staging when direct submit is already valid and restore replay metadata contract for the local-package bridge; build succeeded but both HEVC and ProRes progression regressed versus the current best
209	51b9fc5	89.79	discard	restore replay metadata across the local MDK-to-Lumen package boundary so the local-package bridge builds against the fresh-frame recovery split; this re-enabled the build but measured far below the historical best
210	45b29279	89.79	keep	select a corrected local-package baseline by defaulting bridge-consumed MDK frames to non-replay against MDK best 6fe808a; this does not recover the historical 94.58 but restores a reproducible buildable baseline for continued autoresearch
211	eaeb7a1	89.79	discard	let matched-format ProRes Proxy frames stay on the direct submission path on the corrected local baseline; this did not improve either codec and slightly reduced ProRes progression
212	5082bd8	89.79	discard	avoid reapplying identical HDR image-buffer attachments on replayed frames by caching a per-buffer marker; this improved callback timings slightly but did not move fresh-frame progression or the combined score
213	9ace9f9	89.79	discard	deliver encoded frames directly from the VT output callback thread and leave the outputQueue for bookkeeping only; removing this callback-to-consumer hop did not improve fresh-frame progression on the corrected local baseline
214	6d67104	90.00	keep	release direct-path pending budget immediately after VT accepts an IOSurface-backed frame while leaving staged paths unchanged; this recovered ProRes startup/latency enough to raise the corrected local baseline
215	999f8c1	89.58	discard	combine direct-path early pending release with direct VT callback delivery; once the callback hop was removed on top of the new baseline, both HEVC and ProRes startup regressed
216	d41d4bb+7c665a30	89.58	discard	restore replay provenance across the local MDK-to-Lumen boundary on top of the corrected direct-submit baseline; HEVC progression ticked up slightly but ProRes stayed flat and the combined score regressed
217	deddcfe	90.21	keep	add one more high-refresh SkyLight callback-low-latency pending slot on top of the corrected direct-submit early-release baseline; this improved both HEVC and ProRes enough to raise the corrected best
218	85bfb83	90.42	keep	add yet another high-refresh SkyLight callback-low-latency pending slot above 217; HEVC held while ProRes startup and latency improved further, raising the corrected best again
219	c7f364c	90.21	discard	probe one more high-refresh callback-low-latency pending slot above experiment 218 by raising the callback budget to queueDepth+5/min7/max9; the added floor hurt startup/progression and fell back to experiment 217 levels
220	9f43130	78.47	discard	keep the experiment 218 startup floor of six callback frames but allow one extra high-refresh slot under pressure with queueDepth+5/min6/max9; this blew up HEVC startup and collapsed the combined score
221	d2496dd	90.00	discard	keep experiment 218's wider callback budget for HEVC but relax ProRes back toward experiment 217; codec-specific pending budgets gave back too much ProRes and still failed to lift the combined score
222	0ccaaa8	90.21	discard	keep experiment 218's cold-start callback budget at queueDepth one but expand more aggressively only after pressure appears; the pressure-only headroom merely fell back to experiment 217 levels
223	b96676a	89.79	discard	provide an explicit 240 Hz-style per-frame duration alongside the existing high-refresh HEVC session hints; VT still produced fewer useful outputs and regressed below the corrected best
224	ad32c30	80.14	discard	move submitted-frame bookkeeping off the synchronous outputQueue round-trip so the encode hot path only enqueues the diagnostic counter update; this blew up HEVC startup and collapsed the combined score
225	d17a8d0	90.62	keep	revive the old high-refresh HDR HEVC staging-backlog cap by limiting only that codec/mode to four inflight staging slots while leaving ProRes wide open; this finally improved both HEVC and ProRes on the corrected baseline
226	02fb54d	89.79	discard	raise the new high-refresh HDR HEVC staging-backlog cap from four slots to five; the extra slot gave back both HEVC and ProRes progress and proved four is the tighter sweet spot
227	9e01ffb	90.00	discard	pair the new four-slot HEVC staging cap with the older 217 callback pending budget; the staging cap and wider 218 callback budget turned out to be complementary, not redundant
228	2e0b959	90.00	discard	tighten the new HEVC-only staging cap from four slots to three; the extra pressure shaved startup a bit but still gave back the combined score versus the four-slot keep
229	9f09659	88.83	discard	reopen the wider 219-style callback budget on top of the four-slot HEVC staging cap; the callback-budget axis still regressed badly even after the staging fix
